datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20151126-03:00,Mist,11,0,0,,71,,1016,0,0,15,0,0,1,,,,,0
20151126-06:00,Smoke,12,0,0,,34,,1015,0,0,24,0,0,1,,,,,0
20151126-09:00,Haze,11,0,0,,22,,1011,0,0,29,0,0,2,140,SE,,,7.4
20151126-12:00,Haze,15,0,0,,46,,1010,0,0,24,0,0,1,,,,,0
20151126-15:00,Haze,15,0,0,,65,,1012,0,0,20,0,0,2,,,,,0
20151126-18:00,Mist,14,0,0,,72,,1012,0,0,18,0,0,1,,,,,0
20151126-21:00,Mist,15,0,0,,85,,1011,0,0,17,0,0,2,,,,,0
20151127-00:00,Haze,10,0,0,,59,,1011,0,0,16,0,0,2,250,WSW,,,3.7
20151127-03:00,Haze,7,0,0,,48,,1012,0,0,15,0,0,2,270,West,,,3.7
20151127-06:00,Haze,10,0,0,,43,,1012,0,0,20,0,0,2,270,West,,,5.6
20151127-09:00,Smoke,14,0,0,,48,,1009,0,0,23,0,0,0.5,320,NW,,,7.4
20151127-12:00,Smoke,17,0,0,,65,,1010,0,0,22,0,0,0.2,,,,,0
20151127-15:00,Mist,17,0,0,,86,,1012,0,0,19,0,0,1,,,,,0
20151127-18:00,Mist,16,0,0,,87,,1012,0,0,17,0,0,1,,,,,0
20151127-21:00,Mist,15,0,0,,94,,1012,0,0,16,0,0,1,,,,,0
20151128-00:00,Patches of Fog,14,1,0,,94,,1013,0,0,14,0,0,0.5,,,,,0
20151128-03:00,,16,0,0,,95,,1016,0,0,17,0,0,0.2,,,,,0
20151128-06:00,Heavy Fog,18,1,0,,73,,1016,0,0,22,0,0,0.5,50,NE,,,3.7
20151128-09:00,Smoke,19,0,0,,64,,1013,0,0,24,0,0,0.5,,,,,0
20151128-12:00,Patches of Fog,18,1,0,,74,,1014,0,0,22,0,0,0.5,,,,,0
20151128-15:00,Mist,17,0,0,,83,,1016,0,0,19,0,0,0.5,90,East,,,5.6
20151128-18:00,Patches of Fog,15,1,0,,83,,1017,0,0,17,0,0,0.5,,,,,0
20151128-21:00,Partial Fog,14,1,0,,91,,1018,0,0,15,0,0,0.2,,,,,0
20151129-00:00,Partial Fog,12,1,0,,93,,1018,0,0,13,0,0,0.05,,,,,0
20151129-03:00,Partial Fog,13,1,0,,95,,1020,0,0,14,0,0,0.2,,,,,0
20151129-06:00,Smoke,16,0,0,,65,,1019,0,0,21,0,0,0.5,20,NNE,,,3.7
20151129-09:00,Smoke,16,0,0,,50,,1016,0,0,24,0,0,1,20,NNE,,,5.6
20151129-12:00,Patches of Fog,19,1,0,,72,,1017,0,0,23,0,0,0.5,,,,,0
20151129-15:00,Partial Fog,17,1,0,,89,,1018,0,0,18,0,0,0.2,,,,,0
20151129-18:00,Partial Fog,16,1,0,,90,,1018,0,0,17,0,0,0.2,,,,,0
20151129-21:00,Partial Fog,14,1,0,,96,,1018,0,0,15,0,0,0.2,,,,,0
20151130-00:00,Partial Fog,14,1,0,,99,,1019,0,0,15,0,0,0.2,,,,,0
20151130-03:00,Partial Fog,15,1,0,,93,,1020,0,0,15,0,0,0.2,,,,,0
20151130-06:00,Smoke,18,0,0,,66,,1019,0,0,23,0,0,0.5,,,,,0
20151130-09:00,Smoke,20,0,0,,56,,1015,0,0,27,0,0,0.5,50,NE,,,7.4
20151130-12:00,Partial Fog,20,1,0,,76,,1014,0,0,23,0,0,0.5,,,,,0
20151130-15:00,Patches of Fog,18,1,0,,87,,1015,0,0,20,0,0,0.5,,,,,0
20151130-18:00,Patches of Fog,16,1,0,,88,,1016,0,0,17,0,0,0.5,,,,,0
20151130-21:00,Patches of Fog,15,1,0,,94,,1016,0,0,16,0,0,0.5,,,,,0
20151201-00:00,Partial Fog,14,1,0,,97,,1016,0,0,14,0,0,0.5,,,,,0
20151201-03:00,Partial Fog,16,1,0,,100,,1017,0,0,16,0,0,0.2,,,,,0
20151201-06:00,Smoke,17,0,0,,55,,1016,0,0,24,0,0,1,50,NE,,,7.4
20151201-09:00,Smoke,15,0,0,,40,,1014,0,0,26,0,0,1,50,NE,,,5.6
20151201-12:00,Smoke,17,0,0,,62,,1013,0,0,23,0,0,1,,,,,0
20151201-15:00,Mist,16,0,0,,85,,1014,0,0,18,0,0,1,,,,,0
20151201-18:00,Partial Fog,16,1,0,,95,,1014,0,0,17,0,0,0.5,,,,,0
20151201-21:00,Partial Fog,15,1,0,,96,,1014,0,0,16,0,0,0.5,,,,,0
20151202-00:00,Partial Fog,14,1,0,,99,,1014,0,0,15,0,0,0.5,,,,,0
20151202-03:00,Patches of Fog,13,1,0,,87,,1017,0,0,15,0,0,0.5,,,,,0
20151202-06:00,Smoke,13,0,0,,43,,1017,0,0,23,0,0,1,340,NNW,,,5.6
20151202-09:00,Smoke,12,0,0,,35,,1014,0,0,25,0,0,1,340,NNW,,,11.1
20151202-12:00,Smoke,15,0,0,,58,,1014,0,0,22,0,0,1,,,,,0
20151202-15:00,Mist,14,0,0,,81,,1017,0,0,16,0,0,1,,,,,0
20151202-18:00,Mist,13,0,0,,82,,1018,0,0,15,0,0,1,,,,,0
20151202-21:00,Partial Fog,13,1,0,,92,,1018,0,0,14,0,0,0.5,,,,,0
20151203-00:00,Partial Fog,11,1,0,,93,,1017,0,0,12,0,0,0.5,,,,,0
20151203-03:00,Partial Fog,12,1,0,,92,,1019,0,0,13,0,0,0.5,,,,,0
20151203-06:00,Smoke,14,0,0,,53,,1018,0,0,21,0,0,1,270,West,,,18.5
20151203-09:00,Smoke,14,0,0,,42,,1015,0,0,24,0,0,1,270,West,,,14.8
20151203-12:00,Smoke,13,0,0,,50,,1015,0,0,22,0,0,1,270,West,,,7.4
20151203-15:00,Mist,14,0,0,,71,,1015,0,0,18,0,0,1,290,WNW,,,5.6
20151203-18:00,Mist,14,0,0,,83,,1015,0,0,16,0,0,1,270,West,,,5.6
20151203-21:00,Mist,12,0,0,,78,,1014,0,0,15,0,0,0.5,290,WNW,,,5.6
20151204-00:00,Mist,12,0,0,,92,,1014,0,0,13,0,0,0.5,270,West,,,5.6
20151204-03:00,Patches of Fog,12,1,0,,79,,1016,0,0,14,0,0,0.5,270,West,,,7.4
20151204-06:00,Smoke,13,0,0,,44,,1016,0,0,23,0,0,2,270,West,,,14.8
20151204-09:00,Haze,12,0,0,,31,,1013,0,0,26,0,0,2,320,NW,,,9.3
20151204-12:00,Haze,13,0,0,,43,,1013,0,0,23,0,0,2,,,,,0
20151204-15:00,Mist,13,0,0,,77,,1016,0,0,16,0,0,1,,,,,0
20151204-18:00,Mist,12,0,0,,88,,1016,0,0,13,0,0,1,,,,,0
20151204-21:00,Mist,11,0,0,,86,,1016,0,0,13,0,0,1,,,,,0
20151205-00:00,Mist,10,0,0,,92,,1016,0,0,11,0,0,1,,,,,0
20151205-03:00,Partial Fog,11,1,0,,92,,1018,0,0,12,0,0,0.2,,,,,0
20151205-06:00,Smoke,14,0,0,,44,,1017,0,0,24,0,0,2,,,,,0
20151205-09:00,Haze,13,0,0,,32,,1014,0,0,27,0,0,2,320,NW,,,7.4
20151205-12:00,Haze,16,0,0,,57,,1014,0,0,22,0,0,1,,,,,0
20151205-15:00,Mist,14,0,0,,81,,1016,0,0,16,0,0,0.5,,,,,0
20151205-18:00,Mist,14,0,0,,92,,1016,0,0,15,0,0,0.5,,,,,0
20151205-21:00,Mist,12,0,0,,89,,1016,0,0,13,0,0,0.5,,,,,0
20151206-00:00,Mist,11,0,0,,91,,1016,0,0,11,0,0,0.5,,,,,0
20151206-03:00,Partial Fog,11,1,0,,91,,1018,0,0,12,0,0,0.5,,,,,0
20151206-06:00,Smoke,14,0,0,,51,,1018,0,0,22,0,0,1,110,ESE,,,9.3
20151206-09:00,Smoke,16,0,0,,46,,1014,0,0,26,0,0,1,90,East,,,1.9
20151206-12:00,Smoke,15,0,0,,58,,1014,0,0,22,0,0,1,,,,,0
20151206-15:00,Mist,14,0,0,,87,,1017,0,0,16,0,0,1,,,,,0
20151206-18:00,Partial Fog,14,1,0,,89,,1018,0,0,15,0,0,0.2,,,,,0
20151206-21:00,Heavy Fog,12,1,0,,94,,1017,0,0,13,0,0,0.2,,,,,0
20151207-00:00,Partial Fog,11,1,0,,93,,1018,0,0,12,0,0,0.2,,,,,0
20151207-03:00,Partial Fog,12,1,0,,94,,1020,0,0,13,0,0,0.2,,,,,0
20151207-06:00,Smoke,16,0,0,,59,,1019,0,0,23,0,0,0.5,140,SE,,,7.4
20151207-09:00,Smoke,16,0,0,,44,,1016,0,0,26,0,0,1,180,South,,,7.4
20151207-12:00,Smoke,16,0,0,,59,,1015,0,0,22,0,0,1,160,SSE,,,3.7
20151207-15:00,Mist,15,0,0,,84,,1017,0,0,16,0,0,0.5,,,,,0
20151207-18:00,Mist,14,0,0,,89,,1017,0,0,15,0,0,0.5,,,,,0
20151207-21:00,Partial Fog,13,1,0,,93,,1016,0,0,14,0,0,0.5,,,,,0
20151208-00:00,Partial Fog,12,1,0,,94,,1016,0,0,13,0,0,0.5,,,,,0
20151208-03:00,Partial Fog,11,1,0,,88,,1019,0,0,13,0,0,0.5,,,,,0
20151208-06:00,Smoke,15,0,0,,51,,1017,0,0,23,0,0,1,110,ESE,,,3.7
20151208-09:00,Smoke,15,0,0,,37,,1014,0,0,27,0,0,1,270,West,,,3.7
20151208-12:00,Smoke,15,0,0,,56,,1013,0,0,22,0,0,1,,,,,0
20151208-15:00,Mist,14,0,0,,81,,1015,0,0,16,0,0,1,,,,,0
20151208-18:00,Mist,14,0,0,,92,,1016,0,0,15,0,0,1,,,,,0
20151209-00:00,Partial Fog,12,1,0,,95,,1015,0,0,12,0,0,0.5,,,,,0
20151209-03:00,Partial Fog,14,1,0,,99,,1017,0,0,15,0,0,0.5,,,,,0
20151209-06:00,Smoke,15,0,0,,58,,1017,0,0,22,0,0,1,110,ESE,,,7.4
20151209-09:00,Smoke,14,0,0,,45,,1014,0,0,24,0,0,1,,,,,0
20151209-12:00,Mist,17,0,0,,73,,1013,0,0,21,0,0,0.5,110,ESE,,,14.8
20151209-15:00,Mist,17,0,0,,76,,1014,0,0,20,0,0,1,90,East,,,3.7
20151209-18:00,Mist,16,0,0,,87,,1016,0,0,17,0,0,1,90,East,,,1.9
20151209-21:00,Mist,15,0,0,,92,,1016,0,0,16,0,0,1,,,,,0
20151210-00:00,Partial Fog,13,1,0,,95,,1015,0,0,14,0,0,0.5,,,,,0
20151210-03:00,Partial Fog,14,1,0,,85,,1016,0,0,16,0,0,0.5,,,,,0
20151210-06:00,Smoke,16,0,0,,56,,1014,0,0,23,0,0,1,110,ESE,,,9.3
20151210-09:00,Smoke,17,0,0,,51,,1010,0,0,25,0,0,1,90,East,,,7.4
20151210-12:00,Smoke,18,0,0,,65,,1009,0,0,23,0,0,2,,,,,0
20151210-15:00,Mist,16,0,0,,84,,1010,0,0,18,0,0,0.5,,,,,0
20151210-18:00,Patches of Fog,16,1,0,,89,,1010,0,0,17,0,0,0.5,,,,,0
20151210-21:00,Partial Fog,15,1,0,,93,,1010,0,0,16,0,0,0.2,,,,,0
20151211-00:00,Partial Fog,15,1,0,,94,,1009,0,0,16,0,0,0.2,,,,,0
20151211-03:00,Partial Fog,14,1,0,,83,,1012,0,0,17,0,0,0.5,,,,,0
20151211-06:00,Smoke,12,0,0,,44,,1012,0,0,22,0,0,1,270,West,,,18.5
20151211-09:00,Smoke,14,0,0,,51,,1010,0,0,22,0,0,1,290,WNW,,,11.1
20151211-12:00,Mist,14,0,0,,69,,1010,0,0,19,0,0,1,270,West,,,5.6
20151211-15:00,Mist,14,0,0,,92,,1012,0,0,15,0,0,1,,,,,0
20151211-18:00,Mist,13,0,0,,93,,1013,0,0,14,0,0,1,,,,,0
20151211-21:00,Partial Fog,13,1,0,,97,,1013,0,0,13,0,0,0.5,290,WNW,,,5.6
20151212-00:00,Partial Fog,12,1,0,,96,,1013,0,0,12,0,0,0.5,,,,,0
20151212-03:00,Partial Fog,12,1,0,,94,,1015,0,0,13,0,0,0.2,270,West,,,5.6
20151212-06:00,Partial Fog,13,1,0,,84,,1016,0,0,15,0,0,0.5,270,West,,,11.1
20151212-09:00,,12,0,0,,83,,1014,0,0,15,0,0,0.2,290,WNW,,,11.1
20151212-12:00,Partial Fog,13,1,0,,87,,1014,0,0,15,0,0,0.2,250,WSW,,,3.7
20151212-15:00,Patches of Fog,12,1,0,,89,,1014,0,0,13,0,0,0.5,270,West,,,3.7
20151212-18:00,Partial Fog,11,1,0,,96,,1014,0,0,12,0,0,0.5,,,,,0
20151212-21:00,Partial Fog,10,1,0,,99,,1014,0,0,11,0,0,0.2,,,,,0
20151213-00:00,Patches of Fog,7,1,0,,94,,1015,0,0,8,0,0,0.5,,,,,0
20151213-03:00,Mist,6,0,0,,74,,1017,0,0,10,0,0,2,270,West,,,3.7
20151213-06:00,Haze,8,0,0,,38,,1017,0,0,18,0,0,4,290,WNW,,,11.1
20151213-09:00,Haze,6,0,0,,29,,1015,0,0,20,0,0,4,320,NW,,,9.3
20151213-12:00,Haze,9,0,0,,47,,1015,0,0,18,0,0,2,270,West,,,3.7
20151213-15:00,Mist,9,0,0,,73,,1017,0,0,12,0,0,1,,,,,0
20151213-18:00,Mist,8,0,0,,89,,1018,0,0,9,0,0,1,,,,,0
20151213-21:00,Mist,7,0,0,,92,,1018,0,0,8,0,0,1,,,,,0
20151214-00:00,Mist,6,0,0,,93,,1018,0,0,7,0,0,1,,,,,0
20151214-03:00,Mist,8,0,0,,82,,1019,0,0,11,0,0,2,270,West,,,11.1
20151214-06:00,Haze,8,0,0,,38,,1018,0,0,18,0,0,2,290,WNW,,,14.8
20151214-09:00,Haze,6,0,0,,27,,1016,0,0,21,0,0,4,290,WNW,,,14.8
20151214-12:00,Haze,8,0,0,,43,,1015,0,0,18,0,0,4,290,WNW,,,7.4
20151214-15:00,Haze,7,0,0,,67,,1017,0,0,12,0,0,2,290,WNW,,,3.7
20151214-18:00,Mist,7,0,0,,78,,1017,0,0,10,0,0,2,270,West,,,3.7
20151214-21:00,Mist,7,0,0,,81,,1016,0,0,9,0,0,2,270,West,,,3.7
20151215-00:00,Mist,6,0,0,,80,,1016,0,0,9,0,0,2,250,WSW,,,7.4
20151215-03:00,Smoke,6,0,0,,67,,1018,0,0,10,0,0,1,250,WSW,,,7.4
20151215-06:00,Haze,8,0,0,,41,,1018,0,0,18,0,0,2,290,WNW,,,13
20151215-09:00,Haze,8,0,0,,30,,1015,0,0,22,0,0,4,320,NW,,,11.1
20151215-12:00,Haze,10,0,0,,43,,1016,0,0,19,0,0,2,320,NW,,,3.7
20151215-15:00,Mist,8,0,0,,73,,1016,0,0,11,0,0,2,,,,,0
20151215-18:00,Mist,7,0,0,,91,,1017,0,0,9,0,0,2,,,,,0
20151215-21:00,Mist,6,0,0,,86,,1016,0,0,7,0,0,2,,,,,0
20151216-00:00,Mist,5,0,0,,92,,1017,0,0,6,0,0,2,,,,,0
20151216-03:00,Mist,6,0,0,,89,,1019,0,0,7,0,0,2,,,,,0
20151216-06:00,Haze,6,0,0,,30,,1018,0,0,20,0,0,2,270,West,,,5.6
20151216-09:00,Haze,5,0,0,,21,,1014,0,0,23,0,0,4,,,,,0
20151216-12:00,Haze,11,0,0,,50,,1014,0,0,19,0,0,2,140,SE,,,3.7
20151216-15:00,Mist,8,0,0,,70,,1015,0,0,12,0,0,1,,,,,0
20151216-18:00,Mist,7,0,0,,82,,1017,0,0,9,0,0,1,,,,,0
20151216-21:00,Mist,7,0,0,,90,,1017,0,0,8,0,0,1,,,,,0
20151217-00:00,Patches of Fog,6,1,0,,89,,1016,0,0,6,0,0,0.5,,,,,0
20151217-03:00,Partial Fog,7,1,0,,90,,1018,0,0,8,0,0,0.2,,,,,0
20151217-06:00,Smoke,10,0,0,,49,,1018,0,0,18,0,0,1,70,ENE,,,3.7
20151217-09:00,Haze,9,0,0,,35,,1015,0,0,21,0,0,2,90,East,,,3.7
20151217-12:00,Haze,10,0,0,,57,,1015,0,0,16,0,0,2,,,,,0
20151217-15:00,Mist,9,0,0,,84,,1017,0,0,11,0,0,2,,,,,0
20151217-18:00,Mist,8,0,0,,91,,1018,0,0,10,0,0,2,,,,,0
20151217-21:00,Mist,7,0,0,,94,,1018,0,0,8,0,0,1,,,,,0
20151218-00:00,Mist,7,0,0,,96,,1018,0,0,7,0,0,1,90,East,,,3.7
20151218-03:00,Partial Fog,8,1,0,,98,,1020,0,0,8,0,0,0.2,,,,,0
20151218-06:00,Smoke,9,0,0,,47,,1020,0,0,18,0,0,1,270,West,,,14.8
20151218-09:00,Haze,10,0,0,,37,,1017,0,0,21,0,0,2,290,WNW,,,13
20151218-12:00,Haze,9,0,0,,48,,1017,0,0,18,0,0,2,290,WNW,,,3.7
20151218-15:00,Mist,9,0,0,,72,,1019,0,0,12,0,0,1,,,,,0
20151218-18:00,Mist,8,0,0,,84,,1019,0,0,10,0,0,1,,,,,0
20151218-21:00,Partial Fog,8,1,0,,88,,1019,0,0,9,0,0,0.2,,,,,0
20151219-00:00,Partial Fog,7,1,0,,92,,1019,0,0,8,0,0,0.2,,,,,0
20151219-03:00,Partial Fog,8,1,0,,93,,1020,0,0,8,0,0,0.5,270,West,,,5.6
20151219-06:00,Smoke,8,0,0,,42,,1020,0,0,18,0,0,2,270,West,,,9.3
20151219-09:00,Haze,7,0,0,,31,,1017,0,0,21,0,0,2,270,West,,,13
20151219-12:00,Haze,10,0,0,,48,,1017,0,0,18,0,0,2,,,,,0
20151219-15:00,Mist,9,0,0,,82,,1020,0,0,11,0,0,1,,,,,0
20151219-18:00,Mist,8,0,0,,93,,1020,0,0,8,0,0,1,,,,,0
20151219-21:00,Mist,7,0,0,,94,,1019,0,0,7,0,0,1,,,,,0
20151220-00:00,Mist,5,0,0,,96,,1019,0,0,6,0,0,1,,,,,0
20151220-03:00,Partial Fog,6,1,0,,89,,1021,0,0,6,0,0,0.2,,,,,0
20151220-06:00,Haze,8,0,0,,42,,1020,0,0,17,0,0,2,,,,,0
20151220-09:00,Haze,6,0,0,,28,,1017,0,0,20,0,0,2,,,,,9.3
20151220-12:00,Haze,9,0,0,,48,,1016,0,0,17,0,0,2,,,,,0
20151220-15:00,Mist,8,0,0,,80,,1018,0,0,11,0,0,1,,,,,0
20151220-18:00,Mist,8,0,0,,89,,1019,0,0,9,0,0,1,,,,,0
20151220-21:00,Mist,7,0,0,,90,,1018,0,0,8,0,0,1,,,,,0
20151221-00:00,Patches of Fog,7,1,0,,94,,1018,0,0,7,0,0,0.5,,,,,0
20151221-03:00,Partial Fog,6,1,0,,86,,1020,0,0,7,0,0,0.2,,,,,0
20151221-06:00,Smoke,9,0,0,,50,,1019,0,0,17,0,0,0.5,340,NNW,,,3.7
20151221-09:00,Haze,9,0,0,,36,,1017,0,0,21,0,0,2,340,NNW,,,7.4
20151221-12:00,Haze,11,0,0,,56,,1017,0,0,18,0,0,2,,,,,0
20151221-15:00,Mist,10,0,0,,83,,1020,0,0,12,0,0,1,,,,,0
20151221-18:00,Mist,9,0,0,,94,,1020,0,0,10,0,0,1,,,,,0
20151221-21:00,Partial Fog,8,1,0,,99,,1020,0,0,9,0,0,0.2,,,,,0
20151222-00:00,Partial Fog,7,1,0,,94,,1020,0,0,7,0,0,0.2,,,,,0
20151222-03:00,Partial Fog,7,1,0,,92,,1022,0,0,8,0,0,0.2,,,,,0
20151222-06:00,Smoke,13,0,0,,70,,1022,0,0,17,0,0,0.5,70,ENE,,,5.6
20151222-09:00,Smoke,10,0,0,,41,,1019,0,0,20,0,0,1,,,,,0
20151222-12:00,Smoke,10,0,0,,60,,1019,0,0,16,0,0,1,,,,,0
20151222-15:00,Mist,10,0,0,,89,,1022,0,0,11,0,0,1,,,,,0
20151222-18:00,Mist,9,0,0,,97,,1022,0,0,9,0,0,1,,,,,0
20151222-21:00,Mist,7,0,0,,96,,1021,0,0,8,0,0,1,,,,,0
20151223-00:00,Partial Fog,7,1,0,,96,,1021,0,0,7,0,0,0.5,,,,,0
20151223-03:00,Partial Fog,8,1,0,,98,,1022,0,0,8,0,0,0.05,,,,,0
20151223-06:00,Smoke,10,0,0,,56,,1022,0,0,16,0,0,0.5,290,WNW,,,9.3
20151223-09:00,Smoke,12,0,0,,53,,1019,0,0,19,0,0,1,320,NW,,,9.3
20151223-12:00,Patches of Fog,13,1,0,,70,,1020,0,0,17,0,0,0.5,270,West,,,5.6
20151223-15:00,Patches of Fog,11,1,0,,91,,1020,0,0,12,0,0,0.5,,,,,0
20151223-18:00,Patches of Fog,10,1,0,,92,,1021,0,0,11,0,0,0.5,320,NW,,,3.7
20151223-21:00,Patches of Fog,9,1,0,,95,,1020,0,0,10,0,0,0.5,,,,,0
20151224-00:00,Partial Fog,8,1,0,,99,,1020,0,0,8,0,0,0.2,,,,,0
20151224-03:00,Partial Fog,8,1,0,,97,,1022,0,0,8,0,0,0.2,270,West,,,7.4
20151224-06:00,Smoke,8,0,0,,50,,1022,0,0,15,0,0,0.2,270,West,,,11.1
20151224-09:00,Haze,6,0,0,,30,,1020,0,0,19,0,0,2,290,WNW,,,18.5
20151224-12:00,Haze,7,0,0,,41,,1020,0,0,16,0,0,2,290,WNW,,,5.6
20151224-15:00,Mist,7,0,0,,73,,1022,0,0,10,0,0,2,,,,,0
20151224-18:00,Mist,5,0,0,,77,,1022,0,0,8,0,0,2,,,,,0
20151224-21:00,Mist,5,0,0,,82,,1022,0,0,6,0,0,1,270,West,,,5.6
20151225-00:00,Mist,6,0,0,,89,,1022,0,0,6,0,0,1,,,,,0
20151225-03:00,Mist,5,0,0,,76,,1021,0,0,8,0,0,0.5,270,West,,,7.4
20151225-06:00,Haze,6,0,0,,38,,1023,0,0,17,0,0,2,290,WNW,,,14.8
20151225-09:00,Haze,6,0,0,,32,,1021,0,0,19,0,0,2,270,West,,,14.8
20151225-12:00,Haze,8,0,0,,45,,1021,0,0,16,0,0,2,290,WNW,,,5.6
20151225-15:00,Haze,7,0,0,,74,,1022,0,0,11,0,0,2,270,West,,,1.9
20151225-18:00,Mist,6,0,0,,87,,1023,0,0,8,0,0,2,,,,,0
20151225-21:00,Mist,6,0,0,,88,,1023,0,0,7,0,0,1,,,,,0
20151226-00:00,Mist,6,0,0,,91,,1022,0,0,7,0,0,1,270,West,,,3.7
20151226-03:00,Patches of Fog,5,1,0,,75,,1022,0,0,8,0,0,0.5,270,West,,,9.3
20151226-06:00,Smoke,6,0,0,,38,,1022,0,0,17,0,0,2,320,NW,,,14.8
20151226-09:00,Haze,6,0,0,,27,,1018,0,0,21,0,0,2,290,WNW,,,16.7
20151226-12:00,Haze,9,0,0,,42,,1019,0,0,19,0,0,2,270,West,,,7.4
20151226-15:00,Mist,9,0,0,,72,,1022,0,0,12,0,0,2,,,,,0
20151226-18:00,Mist,8,0,0,,84,,1022,0,0,10,0,0,1,,,,,0
20151226-21:00,Patches of Fog,7,1,0,,87,,1022,0,0,8,0,0,0.5,,,,,0
20151227-00:00,Patches of Fog,8,1,0,,92,,1021,0,0,9,0,0,0.5,,,,,0
20151227-03:00,Patches of Fog,8,1,0,,77,,1022,0,0,11,0,0,0.5,270,West,,,5.6
20151227-06:00,Smoke,9,0,0,,47,,1022,0,0,18,0,0,1,270,West,,,9.3
20151227-09:00,Haze,9,0,0,,32,,1019,0,0,22,0,0,2,290,WNW,,,9.3
20151227-12:00,Haze,12,0,0,,56,,1019,0,0,19,0,0,1,270,West,,,7.4
20151227-15:00,Haze,10,0,0,,60,,1021,0,0,16,0,0,2,270,West,,,11.1
20151227-18:00,Mist,10,0,0,,72,,1021,0,0,14,0,0,2,270,West,,,9.3
20151227-21:00,Mist,10,0,0,,70,,1020,0,0,14,0,0,2,290,WNW,,,11.1
20151228-00:00,Mist,9,0,0,,73,,1020,0,0,13,0,0,2,290,WNW,,,11.1
20151228-03:00,Mist,10,0,0,,79,,1022,0,0,12,0,0,1,270,West,,,9.3
20151228-06:00,Haze,10,0,0,,41,,1023,0,0,21,0,0,2,290,WNW,,,18.5
20151228-09:00,Haze,10,0,0,,29,,1020,0,0,24,0,0,2,290,WNW,,,14.8
20151228-12:00,Haze,12,0,0,,46,,1020,0,0,22,0,0,2,320,NW,,,11.1
20151228-15:00,Haze,11,0,0,,58,,1021,0,0,17,0,0,2,250,WSW,,,9.3
20151228-18:00,Mist,11,0,0,,69,,1021,0,0,15,0,0,2,270,West,,,7.4
20151228-21:00,Mist,9,0,0,,70,,1020,0,0,13,0,0,2,250,WSW,,,5.6
20151229-00:00,Mist,9,0,0,,80,,1019,0,0,12,0,0,2,270,West,,,9.3
20151229-03:00,Mist,9,0,0,,76,,1020,0,0,12,0,0,1,270,West,,,11.1
20151229-06:00,Smoke,10,0,0,,48,,1020,0,0,19,0,0,1,290,WNW,,,14.8
20151229-09:00,Haze,12,0,0,,38,,1016,0,0,24,0,0,2,290,WNW,,,11.1
20151229-12:00,Haze,12,0,0,,40,,1016,0,0,22,0,0,2,290,WNW,,,13
20151229-15:00,Mist,12,0,0,,66,,1018,0,0,16,0,0,2,,,,,0
20151229-18:00,Mist,12,0,0,,81,,1018,0,0,14,0,0,1,,,,,0
20151229-21:00,Patches of Fog,11,1,0,,91,,1018,0,0,12,0,0,0.5,,,,,0
20151230-00:00,Partial Fog,9,1,0,,95,,1018,0,0,10,0,0,0.2,,,,,0
20151230-03:00,Patches of Fog,9,1,0,,95,,1019,0,0,10,0,0,0.5,,,,,0
20151230-06:00,Smoke,12,0,0,,47,,1019,0,0,21,0,0,1,290,WNW,,,5.6
20151230-09:00,Smoke,12,0,0,,36,,1015,0,0,24,0,0,2,340,NNW,,,5.6
20151230-12:00,Smoke,11,0,0,,39,,1015,0,0,22,0,0,2,290,WNW,,,5.6
20151230-15:00,Mist,11,0,0,,83,,1018,0,0,13,0,0,1,,,,,0
20151230-18:00,Mist,12,0,0,,81,,1018,0,0,14,0,0,1,,,,,0
20151230-21:00,Partial Fog,9,1,0,,98,,1018,0,0,10,0,0,0.2,,,,,0
20151231-00:00,Partial Fog,9,1,0,,97,,1020,0,0,9,0,0,0.2,,,,,0
20151231-03:00,Patches of Fog,9,1,0,,96,,1022,0,0,9,0,0,0.5,,,,,0
20151231-06:00,Smoke,13,0,0,,47,,1022,0,0,22,0,0,1,250,WSW,,,7.4
20151231-09:00,Smoke,9,0,0,,25,,1019,0,0,25,0,0,2,290,WNW,,,5.6
20151231-12:00,Smoke,11,0,0,,45,,1019,0,0,21,0,0,2,290,WNW,,,3.7
20151231-15:00,Mist,10,0,0,,75,,1021,0,0,13,0,0,1,,,,,0
20151231-18:00,Mist,10,0,0,,86,,1021,0,0,12,0,0,1,,,,,0
20151231-21:00,Mist,9,0,0,,100,,1020,0,0,9,0,0,1,,,,,0
20160101-00:00,Mist,8,0,0,,100,,1020,0,0,8,0,0,1,,,,,0
20160101-03:00,Partial Fog,9,1,0,,94,,1022,0,0,10,0,0,0.2,,,,,0
20160101-06:00,Smoke,12,0,0,,51,,1022,0,0,20,0,0,1,340,NNW,,,3.7
20160101-09:00,Haze,10,0,0,,32,,1019,0,0,23,0,0,2,340,NNW,,,3.7
20160101-12:00,Haze,12,0,0,,47,,1020,0,0,21,0,0,1,,,,,0
20160101-18:00,Patches of Fog,10,1,0,,89,,1023,0,0,11,0,0,0.5,,,,,0
20160101-21:00,Patches of Fog,9,1,0,,93,,1022,0,0,10,0,0,0.5,,,,,0
20160102-00:00,Patches of Fog,8,1,0,,96,,1022,0,0,9,0,0,0.5,,,,,0
20160102-03:00,Patches of Fog,9,1,0,,97,,1024,0,0,9,0,0,0.5,,,,,0
