datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20150205-15:00,Haze,8,0,0,,58,,1019,0,0,14,0,0,2,,,,,0
20150205-18:00,Mist,8,0,0,,80,,1019,0,0,11,0,0,1,,,,,0
20150205-21:00,Patches of Fog,8,1,0,,87,,1019,0,0,10,0,0,0.5,,,,,0
20150206-00:00,Partial Fog,8,1,0,,93,,1019,0,0,8,0,0,0.5,,,,,0
20150206-03:00,Partial Fog,9,1,0,,97,,1021,0,0,9,0,0,0.5,,,,,0
20150206-06:00,Haze,8,0,0,,30,,1020,0,0,21,0,0,2,230,SW,,,5.6
20150206-09:00,Haze,6,0,0,,21,,1018,0,0,24,0,0,2,320,NW,,,11.1
20150206-12:00,Haze,8,0,0,,30,,1016,0,0,22,0,0,4,230,SW,,,7.4
20150206-15:00,Haze,10,0,0,,64,,1018,0,0,15,0,0,2,,,,,0
20150206-18:00,Mist,10,0,0,,81,,1020,0,0,12,0,0,2,,,,,0
20150206-21:00,Mist,9,0,0,,85,,1020,0,0,10,0,0,1,,,,,0
20150207-00:00,Patches of Fog,8,1,0,,95,,1018,0,0,9,0,0,0.5,,,,,0
20150207-03:00,Partial Fog,9,1,0,,98,,1020,0,0,10,0,0,0.5,,,,,0
20150207-06:00,Haze,9,0,0,,35,,1019,0,0,21,0,0,2,230,SW,,,7.4
20150207-09:00,Haze,10,0,0,,27,,1015,0,0,25,0,0,2,90,East,,,7.4
20150207-12:00,Haze,10,0,0,,34,,1014,0,0,23,0,0,2,,,,,0
20150207-15:00,Mist,11,0,0,,72,,1016,0,0,15,0,0,2,,,,,0
20150207-18:00,Mist,11,0,0,,86,,1017,0,0,13,0,0,1,,,,,0
20150207-21:00,Mist,10,0,0,,94,,1017,0,0,11,0,0,1,,,,,0
20150208-00:00,Mist,9,0,0,,95,,1016,0,0,10,0,0,1,,,,,0
20150208-03:00,Patches of Fog,10,1,0,,92,,1018,0,0,10,0,0,0.5,,,,,0
20150208-06:00,Smoke,11,0,0,,41,,1019,0,0,21,0,0,1,270,West,,,9.3
20150208-09:00,Smoke,10,0,0,,31,,1016,0,0,24,0,0,2,320,NW,,,13
20150208-12:00,Haze,9,0,0,,29,,1015,0,0,23,0,0,2,320,NW,,,9.3
20150208-15:00,Haze,11,0,0,,62,,1018,0,0,16,0,0,2,,,,,0
20150208-18:00,Mist,12,0,0,,75,,1019,0,0,15,0,0,2,,,,,0
20150208-21:00,Mist,12,0,0,,86,,1018,0,0,14,0,0,1,290,WNW,,,3.7
20150209-00:00,Mist,11,0,0,,89,,1019,0,0,12,0,0,1,,,,,0
20150209-03:00,Mist,11,0,0,,86,,1021,0,0,13,0,0,1,290,WNW,,,3.7
20150209-06:00,Haze,10,0,0,,34,,1021,0,0,22,0,0,4,0,North,,,11.1
20150209-09:00,Haze,9,0,0,,25,,1018,0,0,25,0,0,4,320,NW,,,22.2
20150209-12:00,Haze,9,0,0,,31,,1018,0,0,23,0,0,2,320,NW,,,7.4
20150209-15:00,Mist,11,0,0,,69,,1020,0,0,16,0,0,2,,,,,0
20150209-18:00,Mist,11,0,0,,83,,1021,0,0,13,0,0,2,,,,,0
20150209-21:00,Mist,11,0,0,,91,,1020,0,0,11,0,0,2,,,,,0
20150210-00:00,Partial Fog,11,1,0,,97,,1021,0,0,11,0,0,0.2,,,,,0
20150210-03:00,Patches of Fog,10,1,0,,86,,1022,0,0,12,0,0,0.5,,,,,0
20150210-06:00,Haze,9,0,0,,37,,1022,0,0,20,0,0,2,290,WNW,,,11.1
20150210-09:00,Haze,6,0,0,,22,,1019,0,0,23,0,0,4,270,West,,,11.1
20150210-12:00,Haze,8,0,0,,30,,1018,0,0,22,0,0,4,290,WNW,,,11.1
20150210-15:00,Haze,10,0,0,,67,,1019,0,0,15,0,0,4,,,,,0
20150210-18:00,Haze,10,0,0,,79,,1019,0,0,12,0,0,4,230,SW,,,3.7
20150210-21:00,Patches of Fog,10,1,0,,94,,1018,0,0,11,0,0,0.5,,,,,0
20150211-00:00,Partial Fog,9,1,0,,92,,1017,0,0,9,0,0,0.5,,,,,0
20150211-03:00,Mist,10,0,0,,79,,1019,0,0,12,0,0,1,,,,,0
20150211-06:00,Haze,9,0,0,,35,,1019,0,0,21,0,0,2,250,WSW,,,3.7
20150211-09:00,Haze,10,0,0,,32,,1016,0,0,23,0,0,2,340,NNW,,,7.4
20150211-12:00,Haze,12,0,0,,46,,1015,0,0,22,0,0,2,290,WNW,,,3.7
20150211-15:00,Mist,13,0,0,,76,,1017,0,0,16,0,0,2,,,,,0
20150211-18:00,Mist,11,0,0,,83,,1017,0,0,13,0,0,1,,,,,0
20150211-21:00,Mist,11,0,0,,90,,1017,0,0,12,0,0,1,,,,,0
20150212-00:00,Mist,9,0,0,,88,,1017,0,0,10,0,0,1,,,,,0
20150212-03:00,Patches of Fog,9,1,0,,93,,1018,0,0,10,0,0,0.5,,,,,0
20150212-06:00,Smoke,11,0,0,,43,,1019,0,0,20,0,0,1,270,West,,,18.5
20150212-09:00,Haze,12,0,0,,40,,1016,0,0,22,0,0,2,290,WNW,,,16.7
20150212-12:00,Haze,11,0,0,,43,,1014,0,0,21,0,0,2,270,West,,,13
20150212-15:00,Mist,12,0,0,,72,,1015,0,0,16,0,0,2,,,,,0
20150212-18:00,Mist,11,0,0,,84,,1016,0,0,13,0,0,1,,,,,0
20150212-21:00,Mist,11,0,0,,94,,1014,0,0,12,0,0,1,,,,,0
20150213-00:00,Partial Fog,10,1,0,,93,,1014,0,0,11,0,0,0.2,270,West,,,3.7
20150213-03:00,Mist,9,0,0,,74,,1014,0,0,12,0,0,2,270,West,,,9.3
20150213-06:00,Haze,10,0,0,,34,,1014,0,0,22,0,0,4,230,SW,,,11.1
20150213-09:00,Haze,6,0,0,,19,,1012,0,0,25,0,0,4,290,WNW,,,20.4
20150213-12:00,Haze,9,0,0,,27,,1010,0,0,24,0,0,4,290,WNW,,,9.3
20150213-15:00,Haze,11,0,0,,61,,1012,0,0,17,0,0,2,,,,,0
20150213-18:00,Mist,11,0,0,,80,,1013,0,0,14,0,0,2,,,,,0
20150213-21:00,Mist,11,0,0,,84,,1012,0,0,13,0,0,1,,,,,0
20150214-00:00,Mist,10,0,0,,89,,1011,0,0,12,0,0,1,,,,,0
20150214-03:00,Mist,12,0,0,,93,,1012,0,0,14,0,0,1,,,,,0
20150214-06:00,Haze,10,0,0,,28,,1010,0,0,25,0,0,4,270,West,,,14.8
20150214-09:00,Haze,13,0,0,,29,,1007,0,0,28,0,0,4,320,NW,,,11.1
20150214-12:00,Haze,14,0,0,,35,,1008,0,0,26,0,0,4,320,NW,,,7.4
20150214-15:00,Mist,14,0,0,,69,,1010,0,0,19,0,0,4,,,,,0
20150214-18:00,Mist,14,0,0,,78,,1008,0,0,17,0,0,1,,,,,0
20150214-21:00,Mist,12,0,0,,84,,1011,0,0,14,0,0,1,,,,,0
20150215-00:00,Patches of Fog,12,1,0,,91,,1011,0,0,13,0,0,0.5,,,,,0
20150215-03:00,Partial Fog,13,1,0,,95,,1014,0,0,13,0,0,0.5,,,,,0
20150215-06:00,Smoke,15,0,0,,52,,1014,0,0,23,0,0,1,,,,,0
20150215-09:00,Smoke,13,0,0,,32,,1011,0,0,26,0,0,1,270,West,,,7.4
20150215-12:00,Haze,15,0,0,,44,,1010,0,0,24,0,0,1,290,WNW,,,3.7
20150215-15:00,Mist,15,0,0,,76,,1013,0,0,19,0,0,1,,,,,0
20150215-18:00,Mist,15,0,0,,84,,1014,0,0,16,0,0,1,,,,,0
20150215-21:00,Mist,15,0,0,,87,,1014,0,0,17,0,0,1,,,,,0
20150216-00:00,Mist,15,0,0,,89,,1014,0,0,16,0,0,1,,,,,0
20150216-03:00,Mist,15,0,0,,84,,1016,0,0,17,0,0,1,110,ESE,,,9.3
20150216-06:00,Haze,17,0,0,,54,,1016,0,0,24,0,0,2,90,East,,,14.8
20150216-09:00,Haze,17,0,0,,46,,1012,0,0,26,0,0,2,110,ESE,,,9.3
20150216-12:00,Mist,19,0,0,,69,,1011,0,0,24,0,0,1,110,ESE,,,14.8
20150216-15:00,Mist,17,0,0,,71,,1013,0,0,21,0,0,1,70,ENE,,,13
20150216-18:00,Mist,16,0,0,,76,,1014,0,0,19,0,0,1,90,East,,,14.8
20150216-21:00,Mist,15,0,0,,81,,1013,0,0,18,0,0,1,70,ENE,,,7.4
20150217-00:00,Mist,15,0,0,,83,,1012,0,0,17,0,0,1,90,East,,,14.8
20150217-06:00,Mist,17,0,0,,57,,1014,0,0,24,0,0,1,90,East,,,11.1
20150217-09:00,Haze,18,0,0,,49,,1011,0,0,26,0,0,2,70,ENE,,,9.3
20150217-12:00,Haze,19,0,0,,58,,1009,0,0,25,0,0,2,,,,,0
20150217-15:00,Mist,17,0,0,,77,,1012,0,0,21,0,0,2,,,,,0
20150217-18:00,Mist,17,0,0,,89,,1013,0,0,18,0,0,1,,,,,0
20150217-21:00,Mist,16,0,0,,95,,1012,0,0,17,0,0,1,,,,,0
20150218-00:00,Mist,15,0,0,,93,,1012,0,0,16,0,0,1,,,,,0
20150218-03:00,Heavy Fog,15,1,0,,96,,1014,0,0,16,0,0,0.5,,,,,0
20150218-06:00,Smoke,17,0,0,,48,,1013,0,0,25,0,0,1,140,SE,,,11.1
20150218-09:00,Smoke,17,0,0,,40,,1010,0,0,29,0,0,1,50,NE,,,13
20150218-12:00,Smoke,18,0,0,,48,,1009,0,0,26,0,0,1,110,ESE,,,11.1
20150218-15:00,Mist,17,0,0,,73,,1011,0,0,21,0,0,1,,,,,0
20150218-18:00,Mist,17,0,0,,89,,1013,0,0,19,0,0,1,,,,,0
20150218-21:00,Light Fog,18,1,0,,96,,1012,0,0,18,0,0,0.5,110,ESE,,,5.6
20150219-00:00,Mist,16,0,0,,92,,1012,0,0,17,0,0,1,,,,,0
20150219-03:00,Heavy Fog,17,1,0,,84,,1013,0,0,19,0,0,0.5,90,East,,,9.3
20150219-06:00,Haze,19,0,0,,54,,1014,0,0,26,0,0,1,140,SE,,,7.4
20150219-09:00,Haze,20,0,0,,48,,1010,0,0,29,0,0,2,90,East,,,14.8
20150219-12:00,Haze,20,0,0,,60,,1010,0,0,26,0,0,2,90,East,,,11.1
20150219-15:00,Mist,20,0,0,,75,,1012,0,0,24,0,0,2,110,ESE,,,7.4
20150219-18:00,Mist,20,0,0,,89,,1013,0,0,21,0,0,2,90,East,,,5.6
20150219-21:00,Mist,19,0,0,,86,,1012,0,0,20,0,0,2,70,ENE,,,5.6
20150220-00:00,Mist,18,0,0,,87,,1012,0,0,19,0,0,2,110,ESE,,,7.4
20150220-03:00,Mist,17,0,0,,80,,1014,0,0,20,0,0,1,90,East,,,9.3
20150220-06:00,Smoke,20,0,0,,56,,1015,0,0,27,0,0,2,70,ENE,,,9.3
20150220-09:00,Haze,17,0,0,,38,,1013,0,0,29,0,0,2,50,NE,,,14.8
20150220-12:00,Haze,17,0,0,,47,,1012,0,0,27,0,0,2,90,East,,,9.3
20150220-15:00,Haze,18,0,0,,68,,1014,0,0,22,0,0,2,90,East,,,7.4
20150220-18:00,Mist,17,0,0,,75,,1015,0,0,20,0,0,2,,,,,0
20150220-21:00,Mist,16,0,0,,86,,1016,0,0,18,0,0,2,,,,,0
20150221-00:00,Mist,15,0,0,,87,,1015,0,0,16,0,0,2,,,,,0
20150221-03:00,Mist,15,0,0,,77,,1016,0,0,18,0,0,2,,,,,0
20150221-06:00,Haze,13,0,0,,36,,1016,0,0,26,0,0,4,320,NW,,,5.6
20150221-09:00,Haze,17,0,0,,40,,1013,0,0,28,0,0,2,290,WNW,,,14.8
20150221-12:00,Haze,17,0,0,,46,,1012,0,0,26,0,0,2,270,West,,,18.5
20150221-15:00,Haze,17,0,0,,65,,1014,0,0,22,0,0,2,270,West,,,18.5
20150221-18:00,Haze,17,0,0,,75,,1014,0,0,20,0,0,2,290,WNW,,,18.5
20150221-21:00,Haze,16,0,0,,82,,1013,0,0,19,0,0,2,290,WNW,,,14.8
20150222-00:00,Mist,14,0,0,,75,,1013,0,0,18,0,0,2,270,West,,,18.5
20150222-03:00,Mist,14,0,0,,74,,1015,0,0,18,0,0,2,270,West,,,22.2
20150222-06:00,Blowing Sand,13,0,0,,35,,1015,0,0,25,0,0,2,270,West,,,25.9
20150222-09:00,Blowing Sand,13,0,0,,30,,1012,0,0,28,0,0,2,290,WNW,,,24.1
20150222-12:00,Haze,16,0,0,,43,,1011,0,0,26,0,0,2,290,WNW,,,14.8
20150222-15:00,Haze,18,0,0,,,,1012,0,0,,0,0,2,290,WNW,,,7.4
20150222-18:00,Haze,18,0,0,,73,,1015,0,0,21,0,0,2,340,NNW,,,5.6
20150222-21:00,Haze,17,0,0,,82,,1014,0,0,19,0,0,2,,,,,0
20150223-00:00,Mist,17,0,0,,91,,1015,0,0,18,0,0,2,250,WSW,,,3.7
20150223-03:00,Mist,17,0,0,,94,,1017,0,0,18,0,0,1,250,WSW,,,3.7
20150223-06:00,Mist,18,0,0,,60,,1017,0,0,24,0,0,1,20,NNE,,,5.6
20150223-09:00,Smoke,19,0,0,,48,,1013,0,0,28,0,0,1,20,NNE,,,5.6
20150223-12:00,Smoke,18,0,0,,48,,1012,0,0,27,0,0,1,320,NW,,,5.6
20150223-15:00,Mist,18,0,0,,72,,1013,0,0,22,0,0,1,,,,,0
20150223-18:00,Mist,17,0,0,,90,,1014,0,0,18,0,0,1,,,,,0
20150223-21:00,Mist,16,0,0,,92,,1013,0,0,17,0,0,1,,,,,0
20150224-00:00,Patches of Fog,16,1,0,,100,,1012,0,0,16,0,0,0.5,,,,,0
20150224-03:00,Partial Fog,16,1,0,,92,,1014,0,0,17,0,0,0.5,,,,,0
20150224-06:00,Smoke,18,0,0,,54,,1013,0,0,26,0,0,1,90,East,,,9.3
20150224-09:00,Smoke,20,0,0,,50,,1010,0,0,28,0,0,1,110,ESE,,,11.1
20150224-12:00,Smoke,20,0,0,,50,,1009,0,0,29,0,0,1,110,ESE,,,5.6
20150224-15:00,Mist,20,0,0,,73,,1009,0,0,23,0,0,1,140,SE,,,5.6
20150224-18:00,Mist,19,0,0,,81,,1010,0,0,22,0,0,1,90,East,,,7.4
20150224-21:00,Mist,19,0,0,,79,,1008,0,0,22,0,0,1,90,East,,,9.3
20150225-00:00,Mist,17,0,0,,72,,1008,0,0,21,0,0,1,,,,,0
20150225-03:00,Mist,18,0,0,,78,,1010,0,0,21,0,0,1,70,ENE,,,9.3
20150225-06:00,Smoke,19,0,0,,62,,1010,0,0,25,0,0,1,50,NE,,,5.6
20150225-09:00,Smoke,19,0,0,,50,,1007,0,0,28,0,0,2,,,,,0
20150225-12:00,Haze,20,0,0,,61,,1007,0,0,27,0,0,2,50,NE,,,11.1
20150225-15:00,Smoke,19,0,0,,65,,1008,0,0,24,0,0,1,250,WSW,,,13
20150225-18:00,Haze,8,0,0,,34,,1009,0,0,21,0,0,2,290,WNW,,,9.3
20150225-21:00,Haze,10,0,0,,47,,1009,0,0,18,0,0,2,290,WNW,,,3.7
20150226-00:00,Haze,10,0,0,,54,,1009,0,0,17,0,0,2,290,WNW,,,5.6
20150226-03:00,Haze,10,0,0,,59,,1010,0,0,16,0,0,2,,,,,0
20150226-06:00,Haze,6,0,0,,19,,1011,0,0,24,0,0,2,320,NW,,,11.1
20150226-09:00,Haze,4,0,0,,14,,1008,0,0,26,0,0,2,270,West,,,11.1
20150226-12:00,Haze,3,0,0,,15,,1008,0,0,25,0,0,2,320,NW,,,7.4
20150226-15:00,Haze,8,0,0,,38,,1010,0,0,18,0,0,2,320,NW,,,7.4
20150226-18:00,Haze,6,0,0,,33,,1012,0,0,18,0,0,2,340,NNW,,,7.4
20150226-21:00,Haze,6,0,0,,43,,1011,0,0,16,0,0,2,340,NNW,,,3.7
20150227-00:00,Haze,8,0,0,,62,,1012,0,0,13,0,0,2,,,,,0
20150227-03:00,Haze,9,0,0,,67,,1014,0,0,14,0,0,2,320,NW,,,7.4
20150227-06:00,Haze,6,0,0,,22,,1014,0,0,23,0,0,2,20,NNE,,,9.3
20150227-09:00,Haze,6,0,0,,19,,1012,0,0,26,0,0,4,20,NNE,,,11.1
20150227-12:00,Haze,8,0,0,,24,,1010,0,0,25,0,0,4,340,NNW,,,5.6
20150227-15:00,Haze,9,0,0,,39,,1013,0,0,20,0,0,2,,,,,0
20150227-18:00,Haze,10,0,0,,52,,1015,0,0,17,0,0,2,340,NNW,,,7.4
20150227-21:00,Haze,10,0,0,,60,,1014,0,0,16,0,0,2,340,NNW,,,5.6
20150228-00:00,Mist,10,0,0,,67,,1014,0,0,14,0,0,2,320,NW,,,7.4
20150228-03:00,Haze,10,0,0,,60,,1016,0,0,16,0,0,2,,,,,0
20150228-06:00,Haze,8,0,0,,26,,1016,0,0,24,0,0,2,340,NNW,,,11.1
20150228-09:00,Haze,8,0,0,,18,,1012,0,0,29,0,0,2,110,ESE,,,11.1
20150228-12:00,Haze,8,0,0,,22,,1011,0,0,26,0,0,4,50,NE,,,9.3
20150228-15:00,Haze,13,0,0,,51,,1012,0,0,21,0,0,4,0,North,,,5.6
20150228-18:00,Haze,14,0,0,,60,,1012,0,0,21,0,0,2,,,,,0
20150228-21:00,Haze,14,0,0,,60,,1011,0,0,19,0,0,2,110,ESE,,,11.1
20150301-00:00,Light Rain,15,0,0,,76,,1010,1,0,18,0,0,2,110,ESE,,,18.5
20150301-03:00,Light Rain,16,0,0,,100,,1014,1,0,16,0,0,1,180,South,,,7.4
20150301-06:00,Light Rain,16,0,0,,98,,1012,1,0,16,0,0,1,90,East,,,13
20150301-09:00,Light Rain,17,0,0,,93,,1010,1,0,18,0,0,2,110,ESE,,,24.1
20150301-12:00,Light Rain,17,0,0,,91,,1009,1,0,18,0,0,2,110,ESE,,,14.8
20150301-15:00,Light Rain,17,0,0,,94,,1011,1,0,18,0,0,2,160,SSE,,,7.4
20150301-18:00,Light Rain,17,0,0,,93,,1012,1,0,18,0,0,2,90,East,,,11.1
20150301-21:00,Rain,17,0,0,,97,,1011,1,0,17,0,0,2,140,SE,,,22.2
20150302-00:00,Heavy Rain,16,0,0,,97,,1010,1,0,17,0,0,2,140,SE,,,16.7
20150302-03:00,Heavy Rain,16,0,0,,100,,1013,1,0,16,0,0,2,110,ESE,,,11.1
20150302-06:00,Mist,17,0,0,,92,,1013,0,0,18,0,0,2,140,SE,,,9.3
20150302-09:00,Mist,17,0,0,,68,,1011,0,0,22,0,0,2,180,South,,,5.6
20150302-12:00,Mist,17,0,0,,77,,1010,0,0,20,0,0,2,70,ENE,,,7.4
20150302-15:00,Mist,16,0,0,,92,,1014,0,0,16,0,0,2,70,ENE,,,3.7
20150302-18:00,Mist,15,0,0,,94,,1015,0,0,16,0,0,2,,,,,0
20150302-21:00,Mist,14,0,0,,99,,1014,0,0,15,0,0,2,,,,,0
20150303-00:00,Mist,14,0,0,,100,,1013,0,0,14,0,0,2,,,,,0
20150303-03:00,Heavy Fog,15,1,0,,100,,1016,0,0,15,0,0,0.5,,,,,0
20150303-06:00,Mist,14,0,0,,79,,1016,0,0,17,0,0,2,50,NE,,,11.1
20150303-09:00,Haze,14,0,0,,56,,1013,0,0,21,0,0,2,290,WNW,,,13
20150303-12:00,Haze,13,0,0,,52,,1012,0,0,21,0,0,2,320,NW,,,13
20150303-15:00,Mist,14,0,0,,80,,1013,0,0,16,0,0,2,320,NW,,,7.4
20150303-18:00,Mist,13,0,0,,95,,1014,0,0,13,0,0,2,,,,,0
20150303-21:00,Mist,13,0,0,,98,,1013,0,0,13,0,0,2,,,,,0
20150304-00:00,Mist,11,0,0,,98,,1013,0,0,12,0,0,1,,,,,0
20150304-03:00,Heavy Fog,12,1,0,,97,,1015,0,0,13,0,0,0.2,270,West,,,7.4
20150304-06:00,Haze,12,0,0,,52,,1015,0,0,20,0,0,2,270,West,,,16.7
20150304-09:00,Haze,9,0,0,,30,,1012,0,0,23,0,0,4,320,NW,,,18.5
20150304-12:00,Haze,11,0,0,,38,,1012,0,0,22,0,0,4,320,NW,,,11.1
20150304-15:00,Haze,12,0,0,,63,,1014,0,0,17,0,0,2,,,,,0
20150304-18:00,Mist,12,0,0,,83,,1016,0,0,14,0,0,2,,,,,0
20150304-21:00,Mist,12,0,0,,93,,1015,0,0,13,0,0,1,,,,,0
20150305-00:00,Mist,10,0,0,,90,,1016,0,0,11,0,0,1,,,,,0
20150305-03:00,Mist,13,0,0,,90,,1017,0,0,14,0,0,2,,,,,0
20150305-06:00,Haze,9,0,0,,31,,1017,0,0,23,0,0,4,110,ESE,,,3.7
20150305-09:00,Haze,12,0,0,,29,,1014,0,0,26,0,0,4,230,SW,,,14.8
20150305-12:00,Haze,11,0,0,,30,,1014,0,0,25,0,0,4,270,West,,,11.1
20150305-15:00,Mist,15,0,0,,71,,1016,0,0,19,0,0,2,,,,,0
20150305-18:00,Mist,14,0,0,,85,,1016,0,0,16,0,0,2,,,,,0
20150305-21:00,Mist,14,0,0,,86,,1016,0,0,16,0,0,1,,,,,0
20150306-00:00,Mist,12,0,0,,79,,1017,0,0,15,0,0,2,,,,,0
20150306-03:00,Mist,13,0,0,,71,,1018,0,0,17,0,0,2,,,,,0
20150306-06:00,Haze,10,0,0,,29,,1018,0,0,25,0,0,4,200,SSW,,,7.4
20150306-09:00,Haze,12,0,0,,29,,1015,0,0,27,0,0,4,320,NW,,,11.1
20150306-12:00,Haze,15,0,0,,45,,1015,0,0,24,0,0,4,320,NW,,,18.5
20150306-15:00,Mist,16,0,0,,71,,1016,0,0,20,0,0,2,320,NW,,,3.7
20150306-18:00,Mist,15,0,0,,83,,1016,0,0,17,0,0,2,,,,,0
20150306-21:00,Mist,14,0,0,,92,,1016,0,0,15,0,0,2,,,,,0
20150307-00:00,Mist,13,0,0,,93,,1014,0,0,14,0,0,2,,,,,0
20150307-03:00,Mist,14,0,0,,90,,,0,0,16,0,0,2,,,,,0
20150307-06:00,Haze,14,0,0,,41,,1015,0,0,25,0,0,4,140,SE,,,7.4
20150307-09:00,Haze,14,0,0,,36,,1012,0,0,26,0,0,4,140,SE,,,13
20150307-12:00,Mist,17,0,0,,89,,1012,0,0,18,0,0,2,20,NNE,,,5.6
20150307-15:00,Mist,17,0,0,,96,,1014,0,0,17,0,0,2,20,NNE,,,3.7
20150307-18:00,Light Rain,16,0,0,,98,,1015,1,0,16,0,0,2,90,East,,,3.7
20150307-21:00,Mist,15,0,0,,100,,1014,0,0,15,0,0,2,,,,,0
20150308-00:00,Mist,15,0,0,,97,,1014,0,0,15,0,0,2,290,WNW,,,3.7
20150308-03:00,Mist,16,0,0,,94,,1016,0,0,17,0,0,2,70,ENE,,,5.6
20150308-06:00,Haze,15,0,0,,61,,1018,0,0,21,0,0,2,70,ENE,,,5.6
20150308-09:00,Haze,16,0,0,,50,,1014,0,0,25,0,0,4,90,East,,,18.5
20150308-12:00,Haze,16,0,0,,58,,1014,0,0,23,0,0,2,110,ESE,,,9.3
20150308-15:00,Light Drizzle,16,0,0,,69,,1014,1,0,21,0,0,2,180,South,,,7.4
20150308-18:00,Mist,17,0,0,,87,,1015,0,0,18,0,0,2,,,,,0
20150308-21:00,Mostly Cloudy,14,0,0,,77,,1018,0,0,16,0,0,2,50,NE,,,13
20150309-00:00,Mist,11,0,0,,73,,1019,0,0,14,0,0,2,,,,,0
20150309-03:00,Haze,10,0,0,,59,,1021,0,0,16,0,0,2,320,NW,,,11.1
20150309-06:00,Haze,8,0,0,,30,,1022,0,0,22,0,0,4,270,West,,,18.5
20150309-09:00,Haze,8,0,0,,26,,1020,0,0,24,0,0,4,340,NNW,,,20.4
20150309-12:00,Haze,10,0,0,,34,,1020,0,0,22,0,0,4,320,NW,,,14.8
20150309-15:00,Haze,11,0,0,,57,,1022,0,0,18,0,0,2,320,NW,,,7.4
20150309-18:00,Mist,11,0,0,,69,,1022,0,0,15,0,0,2,320,NW,,,14.8
20150309-21:00,Mist,12,0,0,,86,,1022,0,0,14,0,0,2,320,NW,,,11.1
20150310-00:00,Mist,11,0,0,,91,,1020,0,0,12,0,0,2,270,West,,,7.4
20150310-03:00,Mist,10,0,0,,74,,1022,0,0,13,0,0,1,290,WNW,,,14.8
20150310-06:00,Haze,11,0,0,,46,,1021,0,0,20,0,0,2,290,WNW,,,14.8
20150310-09:00,Haze,13,0,0,,43,,1019,0,0,24,0,0,2,270,West,,,11.1
20150310-12:00,Haze,14,0,0,,46,,1017,0,0,24,0,0,2,270,West,,,7.4
20150310-15:00,Mist,16,0,0,,83,,1018,0,0,18,0,0,2,,,,,0
20150310-18:00,Mist,14,0,0,,78,,1019,0,0,17,0,0,2,290,WNW,,,5.6
20150310-21:00,Mist,13,0,0,,87,,1017,0,0,14,0,0,2,290,WNW,,,7.4
20150311-00:00,Mist,12,0,0,,91,,1017,0,0,13,0,0,0.5,230,SW,,,7.4
20150311-03:00,Mist,12,0,0,,77,,1019,0,0,15,0,0,1,270,West,,,9.3
20150311-06:00,Haze,12,0,0,,37,,1020,0,0,23,0,0,2,290,WNW,,,7.4
20150311-09:00,Haze,17,0,0,,48,,1018,0,0,25,0,0,2,290,WNW,,,13
20150311-12:00,Haze,14,0,0,,44,,1016,0,0,24,0,0,2,320,NW,,,11.1
20150311-15:00,Mist,15,0,0,,77,,1018,0,0,18,0,0,2,,,,,0
20150311-18:00,Mist,14,0,0,,92,,1019,0,0,15,0,0,1,,,,,0
20150311-21:00,Mist,12,0,0,,93,,1018,0,0,13,0,0,1,,,,,0
20150312-00:00,Patches of Fog,12,1,0,,86,,1018,0,0,14,0,0,0.5,290,WNW,,,3.7
20150312-03:00,Mist,14,0,0,,80,,1020,0,0,16,0,0,0.5,270,West,,,7.4
20150312-06:00,Haze,13,0,0,,36,,1019,0,0,25,0,0,4,270,West,,,11.1
20150312-09:00,Haze,12,0,0,,26,,1016,0,0,28,0,0,2,320,NW,,,11.1
20150312-12:00,Haze,14,0,0,,35,,1015,0,0,26,0,0,4,320,NW,,,9.3
20150312-15:00,Mist,16,0,0,,71,,1016,0,0,20,0,0,2,,,,,0
20150312-18:00,Mist,16,0,0,,83,,1016,0,0,18,0,0,2,,,,,0
20150312-21:00,Mist,15,0,0,,90,,1016,0,0,17,0,0,2,,,,,0
20150313-00:00,Mist,15,0,0,,94,,1015,0,0,16,0,0,1,,,,,0
20150313-03:00,Mist,15,0,0,,76,,1016,0,0,19,0,0,1,290,WNW,,,3.7
20150313-06:00,Smoke,14,0,0,,40,,1016,0,0,25,0,0,1,,,,,0
20150313-09:00,Haze,16,0,0,,38,,1013,0,0,28,0,0,2,20,NNE,,,7.4
20150313-12:00,Haze,16,0,0,,49,,1013,0,0,25,0,0,2,270,West,,,3.7
20150313-15:00,Haze,16,0,0,,62,,1015,0,0,22,0,0,2,140,SE,,,9.3
20150313-18:00,Mist,16,0,0,,76,,1015,0,0,19,0,0,2,140,SE,,,5.6
20150313-21:00,Mist,15,0,0,,87,,1015,0,0,17,0,0,2,270,West,,,3.7
20150314-00:00,Mist,16,0,0,,83,,1015,0,0,18,0,0,2,70,ENE,,,7.4
20150314-03:00,Mist,16,0,0,,71,,1016,0,0,20,0,0,2,,,,,0
20150314-06:00,Haze,17,0,0,,49,,1017,0,0,26,0,0,2,,,,,0
20150314-09:00,Haze,17,0,0,,50,,1014,0,0,25,0,0,2,230,SW,,,14.8
20150314-12:00,Haze,15,0,0,,51,,1013,0,0,23,0,0,4,140,SE,,,3.7
20150314-15:00,Mist,17,0,0,,69,,1017,0,0,21,0,0,4,250,WSW,,,20.4
20150314-18:00,Haze,15,0,0,,63,,1015,0,0,21,0,0,2,90,East,,,13
